Session_Duration (hours),Calories_Burned,Water_Intake (liters),Experience_Level
0.54,356.4,3.28,1.0
1.09,1047.27,2.14,2.01
1.4,1509.48,2.59,1.98
0.93,819.14,2.0,1.01
0.63,416.18,2.38,1.01
1.69,2412.98,2.69,2.98
1.13,1363.57,3.6,1.0
1.46,1051.2,1.51,2.0
1.6,1664.0,2.7,3.0
1.16,1533.75,3.22,2.02
1.14,1504.8,2.6,2.0
1.21,1162.57,2.3,2.01
0.96,843.26,3.19,1.0
0.73,480.92,2.71,1.0
1.52,2171.93,3.5,2.99
1.35,1336.5,1.77,1.0
1.67,1738.14,2.7,3.01
1.21,1160.63,2.3,1.99
0.59,584.63,2.71,1.01
1.5,1321.2,2.82,1.01
1.47,1938.78,2.58,1.99
1.35,1456.78,2.02,1.99
1.31,866.17,2.19,1.02
1.38,992.77,2.5,1.99
1.47,1291.25,2.72,1.0
1.37,1478.37,2.71,1.99
1.47,1408.85,2.7,1.98
0.56,493.25,2.81,1.01
1.36,1347.62,2.91,1.01
1.03,1113.33,2.3,2.01
1.47,1775.47,3.5,1.0
1.24,1227.6,1.63,1.0
1.83,2142.75,2.7,3.01
1.23,1219.91,1.59,1.02
1.06,1399.2,2.39,2.0
1.35,1294.92,1.81,1.99
1.07,1058.34,1.9,1.0
1.97,2304.9,2.69,3.0
0.63,415.8,1.76,1.0
1.38,991.94,1.8,1.98
1.74,1358.24,3.52,3.01
0.66,654.59,3.39,1.02
1.29,1392.04,1.9,1.99
1.24,1190.4,3.28,2.0
1.47,1942.02,2.79,2.01
1.26,1663.2,2.0,2.0
1.37,985.58,3.4,1.99
1.32,951.19,2.77,2.01
1.98,2316.6,3.5,3.0
1.47,1410.02,2.29,1.99
1.98,2316.6,3.51,3.0
1.08,712.8,2.61,1.0
1.23,886.34,2.7,2.01
1.7,1324.98,3.52,2.99
0.83,820.21,2.29,1.0
1.44,1034.21,3.6,1.97
1.2,1153.92,2.42,2.02
1.56,1826.6,3.51,3.01
0.77,934.24,3.42,1.03
1.98,2060.78,2.69,3.01
0.69,681.24,2.91,1.0
1.29,926.48,3.29,1.97
1.01,725.99,2.21,1.98
0.86,852.17,2.31,1.01
1.35,1297.08,3.52,2.01
1.27,1118.62,2.61,1.01
0.81,534.11,2.4,1.0
1.18,1276.52,2.02,2.02
1.31,1732.08,2.61,2.02
0.61,738.1,1.51,1.0
1.4,1003.8,2.6,1.95
1.42,1364.34,2.59,2.01
1.28,1382.4,2.12,2.0
1.36,1467.58,2.1,1.99
1.28,1384.7,2.09,2.02
0.99,653.4,1.69,1.0
0.69,606.65,2.9,1.0
1.02,733.18,3.39,1.98
1.34,1179.2,2.91,1.0
1.4,1844.92,2.18,1.98
1.49,1071.91,2.1,1.99
1.27,914.4,2.61,2.0
1.15,1012.0,2.61,1.0
1.18,1130.91,2.52,1.98
1.32,1739.5,2.13,1.98
1.68,1970.14,3.48,3.03
0.67,810.7,3.2,1.0
1.72,2010.85,2.7,2.99
1.4,1695.54,1.5,1.01
0.61,402.6,2.58,1.0
1.66,1723.74,3.51,2.98
1.04,749.42,1.99,2.01
1.05,694.26,1.89,1.02
1.38,1821.6,2.19,2.0
1.48,1301.22,2.7,1.0
1.43,1548.26,2.39,2.03
1.15,1240.97,2.11,1.99
0.83,1003.39,2.02,1.0
1.45,1392.0,1.6,2.0
1.32,1266.14,2.09,1.99
1.62,1264.57,3.48,3.01
1.42,1364.34,2.18,2.01
1.28,1383.55,2.1,2.01
1.36,1303.42,3.4,1.98
1.13,744.44,2.59,1.0
1.67,1952.4,2.71,2.99
1.13,814.28,2.49,2.01
1.05,1134.0,2.41,2.0
0.86,757.49,1.89,1.01
1.72,2012.4,3.49,3.0
1.93,2007.2,2.68,3.0
1.17,1156.19,2.47,1.0
1.11,1064.71,1.8,1.99
1.4,1849.54,2.01,2.01
1.1,792.0,2.11,2.0
1.28,1686.78,2.59,1.98
0.64,422.4,2.11,1.0
0.65,783.64,2.59,1.0
1.39,1678.84,3.0,1.0
1.14,1504.8,2.79,2.0
1.89,2706.86,3.5,3.02
0.56,676.37,1.69,1.0
0.52,515.74,2.49,1.02
1.88,2688.4,2.72,3.0
1.41,1015.2,3.49,2.0
0.88,1063.83,1.91,1.0
1.31,1415.98,3.41,2.01
1.36,898.42,3.59,1.01
1.41,1704.55,2.22,1.0
1.37,989.69,2.2,2.04
1.08,1039.39,2.2,2.03
1.5,1984.95,1.71,2.03
1.18,1038.4,3.19,1.0
0.66,435.6,2.18,1.0
1.25,1352.25,3.08,2.02
1.25,1513.88,1.59,1.01
1.87,2678.21,3.51,3.02
1.35,1186.92,2.92,1.0
1.25,1101.0,1.6,1.01
1.14,1380.65,2.2,1.01
0.77,764.38,3.41,1.03
0.96,632.45,2.1,1.0
1.84,1435.2,2.72,3.0
1.38,992.77,3.1,1.99
1.91,2727.1,3.5,2.98
1.03,680.42,2.92,1.01
0.81,980.1,2.31,1.0
1.47,1938.78,2.59,1.99
1.97,2303.13,2.69,2.99
1.16,1531.2,2.39,2.0
1.14,1230.17,3.0,1.99
0.53,349.48,3.22,1.0
1.0,720.6,2.81,2.01
0.65,572.52,2.51,1.01
1.12,1479.63,2.58,2.01
1.98,2833.58,2.71,3.01
1.39,1379.85,3.0,1.03
1.01,1091.71,2.89,2.01
1.2,1150.08,2.6,1.98
1.29,1393.2,1.91,2.0
1.42,1247.33,3.09,1.0
0.84,739.87,2.29,1.01
1.49,1072.8,3.39,2.0
1.86,1449.68,2.7,2.99
1.2,1453.32,2.49,1.01
1.32,868.82,2.3,1.0
1.7,1322.94,2.71,2.97
1.25,825.0,2.1,1.0
1.29,851.4,2.7,1.0
0.85,562.02,2.22,1.02
1.36,1468.8,3.09,2.0
1.17,772.2,2.47,1.0
0.77,675.75,3.58,1.0
1.26,1107.79,2.8,1.0
1.09,1047.27,2.8,2.01
1.15,1104.0,2.6,2.0
1.15,1244.07,1.92,2.02
1.08,1070.17,3.42,1.01
0.6,395.28,3.41,1.0
1.12,1108.8,3.1,1.0
0.81,801.9,1.67,1.0
1.17,839.59,2.12,1.96
1.96,2039.97,2.7,3.01
1.27,1677.8,1.82,2.01
1.11,1066.49,1.68,2.01
0.89,1074.94,2.4,1.0
0.92,809.6,2.6,1.0
1.39,1000.8,3.31,2.0
1.31,1257.6,3.2,2.0
1.2,1152.0,2.89,2.0
1.09,1440.0,2.09,2.01
1.47,1775.47,3.51,1.0
1.68,2404.25,3.5,3.01
1.28,1691.01,2.3,2.01
1.32,871.2,2.2,1.0
0.91,902.54,1.68,1.02
0.92,1112.19,1.7,1.0
1.88,2692.54,2.7,3.02
1.32,1268.26,2.01,2.01
1.03,741.6,1.47,2.0
1.84,2152.8,3.51,3.0
1.22,1205.6,1.61,1.0
0.81,980.99,2.11,1.01
0.94,828.7,2.01,1.02
1.58,1640.67,3.51,2.98
1.52,1577.15,2.7,2.97
1.3,1574.43,3.01,1.01
0.84,1014.55,1.51,1.0
1.0,960.8,2.3,2.01
1.34,1450.82,2.21,2.03
1.17,841.0,2.71,1.98
1.36,1641.11,3.01,1.0
0.93,817.66,1.69,1.0
1.17,770.8,2.42,1.0
1.13,812.92,3.1,1.99
1.02,1103.44,3.39,2.02
1.38,1325.9,2.5,2.01
1.36,1305.6,3.12,2.0
1.23,1217.7,1.59,1.0
1.49,1071.91,2.6,1.99
0.75,744.52,2.6,1.03
1.89,1473.07,3.52,2.99
1.14,1506.05,2.99,2.01
1.37,1809.91,2.21,2.01
1.36,978.38,2.59,1.99
1.48,977.69,3.09,1.01
1.04,1370.51,2.42,1.98
1.37,1803.88,2.72,1.97
1.73,2022.54,3.5,2.99
1.45,958.74,3.2,1.02
1.35,1191.24,1.78,1.03
1.06,1146.71,1.51,2.02
1.49,1074.59,1.98,2.02
1.07,770.4,2.09,2.0
1.9,2714.91,2.7,2.99
1.32,1160.54,3.1,1.0
1.67,1952.4,3.5,2.99
1.15,1013.84,2.21,1.02
0.91,601.15,2.4,1.01
1.36,1795.2,3.11,2.0
0.71,859.1,3.61,1.0
1.04,1370.51,2.51,1.98
1.09,959.2,3.41,1.0
1.35,1634.98,2.9,1.01
1.37,988.04,2.41,2.02
1.66,2373.8,2.7,3.0
1.47,1057.52,2.41,1.99
0.97,852.05,1.9,1.0
1.11,1098.9,2.01,1.0
0.96,634.18,2.01,1.01
0.53,524.22,3.4,1.0
1.18,1276.52,3.6,2.02
1.18,1557.6,2.39,2.0
1.38,1213.3,3.01,1.0
1.69,1757.6,3.52,3.0
1.1,1329.79,2.51,1.0
0.61,402.23,2.41,1.0
1.19,856.09,2.42,1.99
1.97,2814.93,2.71,2.99
1.1,1188.99,1.71,2.01
1.83,2616.9,2.71,3.0
1.1,1057.76,3.27,2.02
1.36,1795.2,2.12,2.0
1.88,1956.7,3.51,3.01
1.11,799.87,2.3,2.01
1.18,1038.4,2.41,1.0
0.82,540.71,2.42,1.0
1.43,1372.8,3.59,2.0
1.46,1574.17,2.2,1.98
1.22,876.2,2.59,1.97
1.38,1669.8,3.21,1.0
1.37,1479.6,2.82,2.0
1.09,1437.6,2.7,1.99
1.38,910.8,1.6,1.0
1.37,985.58,2.71,1.99
1.23,1489.65,1.81,1.01
1.1,1056.0,2.41,2.0
1.8,2104.38,3.5,2.99
1.05,1036.66,1.5,1.0
1.03,1113.33,2.19,2.01
1.05,1269.34,2.41,1.0
1.05,1383.69,3.5,1.98
1.45,1044.0,2.01,2.0
1.46,1578.11,2.71,2.01
1.2,1584.0,1.8,2.0
0.79,521.4,2.2,1.0
0.73,481.8,2.72,1.0
0.89,1075.92,3.49,1.0
1.2,1586.64,2.08,2.02
1.36,1304.51,2.71,1.99
1.6,1660.16,2.72,2.97
1.41,928.06,3.52,1.0
0.96,951.26,3.22,1.01
1.33,1277.86,2.31,2.01
0.88,581.86,2.51,1.02
1.46,1052.08,1.49,2.01
1.8,2102.76,3.51,2.98
1.27,1367.03,1.8,1.96
0.56,676.98,1.7,1.0
2.0,2857.8,3.51,2.99
1.21,871.93,1.99,2.01
1.34,1444.79,2.29,1.98
1.37,1317.39,2.22,2.02
1.16,836.59,3.6,2.02
1.99,2847.89,3.51,3.01
1.24,1228.72,2.69,1.01
1.2,865.44,2.79,2.02
1.02,1102.52,3.38,2.01
1.48,1066.49,1.72,2.01
1.36,1306.69,3.71,2.01
0.52,628.06,2.2,1.0
1.41,1707.65,2.91,1.01
1.37,904.2,1.9,1.0
1.08,1036.8,2.09,2.0
1.27,1219.2,2.21,2.0
1.02,1347.52,3.41,2.01
1.25,1201.0,3.7,2.01
1.21,1160.63,2.8,1.99
1.47,1777.08,2.31,1.0
1.37,986.4,2.8,2.0
0.56,491.9,3.2,1.0
0.89,882.7,1.9,1.02
1.2,1149.12,1.91,1.97
0.58,702.44,2.7,1.01
1.37,904.2,1.88,1.0
1.2,1294.92,3.12,1.99
1.13,745.12,2.51,1.0
1.2,863.28,2.0,1.99
1.13,745.12,2.41,1.0
0.58,574.2,2.38,1.0
1.38,1325.9,2.11,2.01
1.4,1344.0,2.0,2.0
1.36,1306.69,1.81,2.01
1.26,830.84,2.41,1.0
1.09,960.07,2.29,1.01
1.13,814.28,1.88,2.01
1.88,1955.2,2.71,3.0
1.27,1256.16,3.11,1.0
1.13,1083.9,2.8,1.99
1.44,1550.02,2.09,1.96
1.33,1435.2,2.29,1.99
1.78,1389.47,2.7,3.01
1.26,1210.61,3.71,2.01
1.66,1937.72,2.69,2.97
1.39,918.23,2.1,1.01
0.89,588.47,1.58,1.02
1.45,1754.5,3.21,1.0
1.32,1742.4,2.79,2.0
1.15,1519.26,3.38,2.01
0.81,714.1,3.71,1.02
1.18,848.89,2.3,1.99
1.49,1610.54,2.33,2.01
1.72,1788.8,2.69,3.0
1.47,1294.78,2.0,1.01
0.83,730.4,2.57,1.0
1.41,1356.98,2.0,2.03
1.06,764.47,1.9,2.02
1.02,1101.6,2.4,2.0
1.89,1967.11,3.5,3.01
1.21,1195.72,2.91,1.0
1.48,1421.98,1.8,2.01
1.7,1763.92,3.49,2.97
1.27,1218.18,2.71,1.99
1.03,988.8,2.4,2.0
1.1,1455.63,2.81,2.03
1.21,1305.71,2.8,1.99
1.87,2186.22,2.69,2.99
1.1,1056.88,2.2,2.01
1.81,1412.89,2.71,3.01
1.69,1975.78,2.71,2.99
1.67,1735.46,3.5,2.99
1.52,1580.8,3.51,3.0
1.77,1379.54,3.5,2.99
1.14,820.12,2.5,1.99
1.49,1475.1,2.73,1.0
1.35,1783.48,1.59,2.01
1.67,1955.4,3.52,3.01
1.27,1535.3,2.78,1.0
1.48,1423.17,2.7,2.02
0.77,932.55,2.8,1.01
1.08,1306.8,2.69,1.0
1.53,2189.58,3.49,3.01
0.77,507.74,3.01,1.0
1.45,1044.0,1.51,2.0
0.52,457.6,3.21,1.0
1.4,1848.0,2.61,2.0
1.34,1287.47,2.29,2.01
1.26,1360.8,2.29,2.0
1.21,800.05,2.0,1.02
1.35,971.19,1.8,1.99
1.68,1967.11,2.73,3.01
0.81,534.6,2.39,1.0
1.26,1209.6,2.2,2.0
1.03,1112.4,2.4,2.0
1.77,1379.54,2.7,2.99
1.44,949.54,1.6,1.0
1.06,1019.3,2.4,2.02
1.94,1512.04,2.68,2.99
1.2,862.56,2.8,1.98
1.66,2379.28,2.7,3.03
1.18,1557.6,2.4,2.0
1.38,993.6,1.9,2.0
1.4,1692.46,1.62,1.0
0.69,607.2,3.09,1.0
1.24,1501.76,1.6,1.01
0.53,466.4,2.38,1.0
1.38,1669.8,1.51,1.0
1.78,2084.2,3.5,3.01
1.72,2006.21,3.5,2.96
1.98,2829.22,3.51,2.99
1.03,1017.85,2.41,1.0
0.59,713.25,2.3,1.0
1.33,957.6,2.62,2.0
1.48,1950.34,1.48,1.98
1.14,1235.3,2.0,2.04
1.27,1119.63,3.5,1.02
1.84,2154.46,2.72,3.01
1.33,1759.99,2.12,2.03
1.19,1438.59,2.21,1.0
0.53,465.98,1.6,1.0
0.97,1172.63,2.79,1.0
0.66,434.81,2.6,1.0
1.13,992.59,3.11,1.0
1.56,1828.01,2.7,3.02
0.73,640.06,2.69,1.0
1.38,1823.12,3.29,2.01
1.16,1253.84,3.4,2.01
1.65,2359.5,2.71,3.0
1.37,1656.19,2.21,1.0
1.18,1132.8,2.49,2.0
1.49,1073.69,2.01,2.01
1.17,1124.14,3.2,2.01
1.24,1092.19,2.42,1.01
1.99,2847.89,3.5,3.01
1.86,1931.42,3.5,2.98
1.87,1941.81,2.73,2.98
1.11,799.2,2.61,2.0
1.35,1782.0,2.89,2.0
1.42,1250.74,2.99,1.01
0.57,500.69,2.4,1.0
1.08,1070.17,1.89,1.01
0.72,710.86,3.61,1.0
1.34,964.8,2.11,2.0
1.91,2729.2,2.7,2.99
1.21,799.33,2.2,1.01
1.3,1246.96,3.7,1.99
1.97,2308.45,2.69,3.02
0.88,580.27,3.52,1.0
1.32,1597.2,2.22,1.0
1.2,1585.32,2.08,2.01
1.92,2242.94,2.7,2.98
1.4,1509.48,2.01,1.98
1.1,1187.01,2.1,1.99
1.28,1692.42,3.11,2.02
1.4,1340.64,3.31,1.97
1.19,786.83,2.5,1.02
1.04,997.57,2.4,1.99
0.86,567.08,2.29,1.0
1.67,2386.26,2.69,2.99
0.89,880.3,2.61,1.0
1.55,1814.9,2.69,3.01
1.33,1277.86,2.6,2.01
1.26,1361.93,2.11,2.01
1.9,2223.0,2.7,3.0
0.74,733.93,2.29,1.02
1.36,1798.19,2.68,2.02
1.26,1249.67,1.61,1.02
0.93,818.4,1.81,1.0
1.47,1588.92,2.4,2.01
1.83,2136.16,3.48,2.97
1.32,1159.49,2.3,1.0
1.04,1368.22,2.39,1.96
1.16,1253.84,3.38,2.01
1.39,1333.29,2.11,1.99
1.03,1110.55,2.18,1.98
1.64,1280.18,3.5,3.01
1.36,1795.2,3.69,2.0
0.76,918.76,2.78,1.0
1.41,1354.73,2.9,2.01
1.06,1395.7,1.46,1.97
1.24,1632.71,3.2,1.97
1.36,899.23,2.18,1.02
1.43,1260.69,1.6,1.02
1.18,1556.3,2.32,1.99
1.53,2187.9,3.49,3.0
1.15,827.31,1.51,1.99
1.22,1609.06,3.11,1.99
1.44,1382.4,3.41,2.0
1.35,1293.84,3.3,1.98
1.8,1405.08,2.68,3.01
1.43,1027.88,2.6,1.98
0.76,502.06,2.6,1.01
1.87,2189.58,3.49,3.01
0.81,534.11,2.5,1.0
0.52,627.48,1.61,1.0
1.97,2304.9,3.49,3.0
0.95,1148.46,2.09,1.0
0.87,575.24,2.27,1.02
1.35,1456.78,2.32,1.99
1.17,1415.7,2.41,1.0
1.76,1370.69,3.49,2.98
1.85,2637.36,2.71,2.96
1.33,1609.3,3.1,1.0
1.02,1345.28,1.98,1.99
0.89,781.78,2.09,1.0
1.76,1828.99,3.51,2.99
1.04,748.18,2.29,1.99
0.79,521.87,3.22,1.01
1.26,1208.59,2.97,1.99
1.32,1742.4,2.1,2.0
1.18,1037.46,3.69,1.0
1.09,1046.4,2.1,2.0
1.24,1501.76,2.49,1.01
1.45,1276.0,2.2,1.0
0.6,727.32,2.4,1.02
1.11,1463.98,2.57,1.99
1.13,1219.38,2.6,1.99
1.7,1770.72,3.47,3.02
1.07,1410.05,2.71,1.98
0.86,1039.65,1.9,1.0
0.86,756.11,2.3,1.0
1.29,1238.4,1.92,2.0
1.09,1045.53,2.8,1.99
0.59,584.1,2.09,1.0
1.95,2790.64,2.7,3.01
1.33,1275.74,1.79,1.99
1.4,1386.0,3.08,1.0
0.53,467.25,3.39,1.02
1.19,1179.17,2.12,1.01
0.75,659.4,3.52,1.0
1.06,1399.2,2.79,2.0
1.29,1389.72,1.98,1.97
1.54,1801.8,2.69,3.0
0.76,750.35,2.29,1.0
1.11,1466.42,1.69,2.01
1.69,2414.84,2.7,2.99
1.1,1055.12,2.02,1.99
0.89,882.7,2.99,1.02
1.49,1307.62,3.1,1.0
1.08,1306.8,2.49,1.0
1.49,1071.91,2.21,1.99
0.57,502.97,2.89,1.03
1.91,2729.2,2.69,2.99
1.67,1953.9,2.71,3.0
1.28,1383.55,1.99,2.01
1.35,1780.52,2.91,1.99
1.37,1205.6,3.19,1.0
1.51,1763.98,3.5,2.98
1.18,1131.86,2.39,1.99
1.08,1309.18,2.32,1.02
1.14,1233.25,3.08,2.02
1.08,1309.18,2.02,1.02
1.79,2561.67,2.69,3.01
0.94,620.96,2.03,1.01
1.69,1753.54,3.52,2.97
1.18,1131.86,2.5,1.99
1.52,2170.26,2.7,2.98
1.03,1113.33,2.51,2.01
1.3,1718.86,2.61,2.02
0.89,879.5,2.6,1.0
1.19,1569.49,2.51,1.99
1.37,985.58,1.83,1.99
1.19,1046.25,1.62,1.0
0.52,512.93,3.09,1.0
1.51,994.79,1.5,1.0
1.17,1158.3,3.39,1.0
1.49,1550.79,3.51,3.01
1.37,987.22,1.7,2.01
1.02,1011.64,1.71,1.02
1.87,2674.1,2.71,3.0
1.51,1765.34,3.5,2.99
1.47,1942.02,3.21,2.01
1.42,1872.84,1.8,1.99
1.11,975.91,3.08,1.0
1.37,1808.4,3.42,2.0
1.87,1457.48,3.5,2.99
1.17,1416.99,3.01,1.01
1.87,1944.8,3.5,3.0
1.16,765.6,2.5,1.0
1.72,1340.57,2.67,2.99
1.25,1651.38,2.59,2.01
1.1,1056.0,1.79,2.0
1.8,1407.24,3.5,3.03
1.38,1487.92,2.08,1.98
1.3,937.56,2.02,2.02
1.11,1062.94,2.3,1.97
0.94,620.4,1.99,1.0
1.47,968.44,2.9,1.0
0.86,849.85,1.52,1.0
1.57,1841.14,2.71,3.03
1.48,1597.07,2.3,1.99
1.09,1050.76,3.4,2.05
1.13,812.24,2.99,1.98
1.07,1413.58,3.4,2.01
1.53,2181.17,2.7,2.96
2.0,2857.8,3.5,2.99
1.1,792.0,3.49,2.0
0.88,775.1,2.61,1.01
1.47,1456.62,2.59,1.01
0.82,811.06,2.1,1.0
1.22,1317.6,2.3,2.0
1.92,2246.4,2.69,3.0
0.56,676.98,1.98,1.0
1.29,1274.78,2.31,1.0
1.78,1851.2,3.51,3.0
1.67,1953.9,2.69,3.0
1.41,1353.6,2.61,2.0
0.97,852.82,2.81,1.0
0.85,841.5,1.51,1.0
1.6,1248.0,3.52,3.0
1.39,1833.27,3.32,1.99
1.08,778.25,2.69,2.01
1.83,2614.89,2.7,2.99
1.29,1393.2,3.39,2.0
0.89,1078.86,2.6,1.02
1.68,2398.7,2.69,2.98
1.46,1051.2,2.7,2.0
1.14,752.4,2.18,1.0
0.56,678.83,3.1,1.02
1.35,1459.22,3.52,2.01
0.88,774.4,1.61,1.0
1.27,1222.25,1.8,2.03
1.49,1961.88,2.82,1.97
0.88,871.2,3.0,1.0
1.4,1506.96,2.19,1.96
0.75,741.15,2.8,1.0
1.88,1467.53,3.48,3.01
1.49,1071.91,2.49,1.99
1.34,962.39,2.29,1.97
1.22,877.67,2.11,1.99
0.8,966.24,3.38,1.0
1.13,1119.72,2.12,1.01
1.98,2829.22,2.68,2.99
1.13,814.28,3.09,2.01
1.05,1008.84,2.8,2.01
0.74,649.42,2.7,1.0
1.8,2109.24,2.7,3.02
1.46,1445.4,1.8,1.0
1.36,1197.89,2.2,1.01
1.48,1951.97,2.21,1.99
1.2,863.28,2.89,1.99
1.83,1424.11,2.73,2.97
1.76,2056.03,3.49,2.98
1.83,1426.3,3.5,2.99
1.96,2293.2,2.69,3.0
1.29,929.57,1.61,2.01
0.71,702.26,3.01,1.0
1.12,739.2,2.12,1.0
1.64,1920.28,2.72,3.01
0.76,502.06,3.02,1.01
1.78,2537.57,3.5,2.96
1.24,1091.2,1.79,1.0
1.25,899.25,2.49,1.99
1.78,2084.2,2.71,3.01
1.06,1399.2,1.68,2.0
1.03,1114.25,1.68,2.02
2.0,1557.6,3.48,2.98
1.17,1030.54,2.91,1.01
1.47,1060.16,2.32,2.02
1.06,931.95,2.7,1.0
1.47,1587.6,2.37,2.0
1.54,1199.35,3.51,2.98
1.17,1264.65,2.39,2.01
1.08,1066.28,3.41,1.0
1.05,757.26,2.5,2.02
1.16,766.3,3.32,1.01
1.56,1215.86,3.5,2.99
1.99,2072.78,3.52,3.02
1.35,1294.92,2.3,1.99
0.68,448.39,3.17,1.0
1.37,1475.9,2.88,1.97
1.33,956.8,2.79,1.99
1.74,2488.2,2.7,3.0
1.63,1691.29,2.71,2.97
1.19,856.8,2.07,2.0
1.36,1200.06,1.91,1.03
1.15,1515.47,1.51,1.98
0.55,666.1,1.79,1.01
0.83,547.3,2.41,1.0
1.18,851.02,2.28,2.02
0.96,1162.66,2.1,1.01
1.33,1171.46,2.51,1.01
0.72,714.1,3.51,1.02
1.4,1007.16,3.31,1.99
0.89,1074.94,2.4,1.0
1.2,1292.76,3.09,1.97
1.45,1390.84,3.41,1.99
1.91,1492.09,2.71,3.02
1.39,1335.51,2.31,2.01
1.94,1513.2,3.52,3.0
1.7,1327.02,2.7,3.01
1.55,1813.5,2.69,3.0
1.46,1284.8,3.3,1.0
1.36,1795.2,2.39,2.0
1.07,769.76,2.3,1.99
1.34,964.0,1.98,1.99
0.83,730.4,2.59,1.0
1.48,1597.07,2.81,1.99
0.75,909.15,2.49,1.02
1.31,866.17,2.23,1.02
1.05,1008.84,2.79,2.01
1.42,1715.08,2.9,1.0
0.61,537.29,2.29,1.01
1.09,784.15,2.11,1.99
1.5,1442.4,2.2,2.02
1.11,1463.98,3.21,1.99
1.32,1745.3,2.09,2.02
1.3,1716.0,3.4,2.0
1.18,1133.74,2.41,2.01
0.9,890.19,2.57,1.0
1.35,1782.0,3.49,2.0
1.38,1214.4,3.0,1.0
1.46,1050.32,2.9,1.99
1.8,1401.84,2.69,2.98
1.29,929.57,2.1,2.01
1.18,1038.4,3.0,1.0
1.27,1676.4,2.59,2.0
1.64,1278.22,2.69,2.99
1.35,1636.47,2.09,1.02
1.94,2273.29,2.69,3.02
1.66,2373.8,2.7,3.0
1.05,1386.0,3.18,2.0
1.47,1457.95,2.6,1.02
1.22,1171.2,2.81,2.0
1.05,1134.95,2.6,2.01
0.52,342.26,2.18,1.0
1.15,828.69,2.08,2.01
0.87,765.6,1.91,1.0
1.2,1586.64,2.11,2.02
1.25,1650.0,2.51,2.0
1.14,1506.05,2.59,2.01
1.32,952.78,2.99,2.03
1.8,1869.12,3.51,2.98
1.12,1208.59,2.51,1.99
1.29,928.8,2.11,2.0
1.19,1574.73,2.31,2.03
0.9,891.0,2.89,1.0
1.48,977.69,2.91,1.01
1.1,1089.0,2.21,1.0
0.95,1150.54,3.19,1.01
1.66,2377.45,2.68,3.02
1.46,1925.59,3.21,1.99
1.1,726.66,2.91,1.01
1.86,1934.4,3.5,3.0
0.74,731.27,2.31,1.0
1.99,2331.88,2.71,3.02
0.74,488.4,2.71,1.0
1.12,805.06,1.72,1.98
1.3,1404.0,2.59,2.0
1.17,1030.54,2.09,1.01
0.82,810.32,2.21,1.0
1.32,951.19,2.29,2.01
1.21,870.47,3.1,1.99
1.38,1324.8,2.69,2.0
1.05,1135.89,3.2,2.02
1.16,1112.67,2.49,1.99
1.08,1037.66,2.79,2.01
1.25,1350.0,3.09,2.0
1.39,1681.9,2.7,1.0
1.42,1875.96,2.1,2.01
1.37,1313.01,3.7,1.98
1.19,1284.13,2.9,1.99
1.31,863.81,2.21,1.0
1.41,1016.05,2.4,2.01
1.12,1210.61,2.39,2.01
1.04,1259.54,2.58,1.01
0.91,899.26,2.7,1.0
1.37,988.04,2.28,2.02
1.09,1443.6,2.8,2.04
1.66,1726.4,2.72,3.0
1.78,1851.2,3.52,3.0
1.46,1049.45,3.2,1.98
1.23,1082.4,2.7,1.0
1.62,1683.5,2.72,2.99
1.56,2229.08,2.7,2.99
0.97,1172.63,2.38,1.0
0.72,871.2,3.0,1.0
1.39,919.9,3.43,1.03
1.87,1944.8,2.7,3.0
1.49,1430.4,2.03,2.0
1.06,1019.3,2.92,2.02
1.37,1357.53,2.29,1.01
1.92,2747.71,2.71,3.01
1.34,1447.2,2.6,2.0
1.11,799.2,2.19,2.0
1.5,1318.8,2.8,1.0
0.71,468.17,3.6,1.0
0.98,968.44,2.31,1.0
1.05,1383.69,2.61,1.98
0.93,921.54,3.31,1.01
1.34,1767.33,2.11,1.99
1.29,928.03,3.5,1.99
1.77,2067.71,3.49,2.98
1.34,1768.8,3.31,2.0
0.61,402.23,2.7,1.0
1.51,1176.89,3.49,2.99
0.62,408.83,1.81,1.0
0.89,588.47,3.5,1.02
1.26,1106.78,2.5,1.0
0.66,797.87,2.59,1.0
0.83,547.8,2.57,1.0
1.03,1112.4,2.5,2.0
1.0,660.0,3.59,1.0
1.35,1784.97,2.41,2.02
1.79,2092.69,2.7,2.99
1.13,1084.8,3.4,2.0
1.48,1062.94,2.38,1.97
1.5,1624.05,2.19,2.03
1.35,1460.43,3.68,2.02
0.93,1126.32,2.61,1.01
1.44,1900.8,1.57,2.0
1.13,814.96,1.72,2.02
0.57,375.86,2.89,1.0
1.16,1150.49,2.1,1.02
1.44,1557.79,1.8,2.02
1.58,1848.6,3.5,3.0
1.41,1862.75,2.11,2.01
1.03,742.22,2.42,2.01
1.63,2327.31,2.7,2.98
1.69,2416.7,3.5,3.0
1.36,1642.61,2.2,1.0
1.09,1044.66,2.02,1.98
1.01,1332.09,2.41,1.99
1.67,1953.9,2.7,3.0
1.63,1697.81,2.72,3.02
1.25,1348.88,1.99,1.99
1.26,1209.6,2.2,2.0
1.17,842.4,2.69,2.0
1.24,892.8,3.21,2.0
1.81,2588.3,3.5,3.0
1.28,921.6,1.82,2.0
1.09,1315.3,1.99,1.0
1.23,811.06,2.11,1.0
0.77,931.7,3.52,1.0
0.74,732.6,1.81,1.0
1.42,1363.2,1.81,2.0
