Session_Duration (hours),Calories_Burned,Water_Intake (liters),Experience_Level,Calories_Class,interaction
0.64,423.17,2.0,1.02,1,0.6528
1.14,820.8,2.11,2.0,1,2.28
1.79,2555.76,2.7,2.98,1,5.3342
1.08,1306.8,2.0,1.0,1,1.08
1.18,1129.97,2.5,1.97,1,2.3245999999999998
1.48,1300.03,3.11,1.0,1,1.48
1.03,1111.47,2.6,1.99,1,2.0497
1.42,1875.96,2.5,2.01,1,2.8541999999999996
1.47,1945.25,2.2,2.03,1,2.9840999999999998
1.28,1266.05,3.4,1.0,1,1.28
1.35,891.0,2.88,1.0,1,1.35
1.05,1008.0,2.4,2.0,1,2.1
1.4,1510.74,2.13,1.99,1,2.786
1.25,1200.0,2.7,2.0,1,2.5
1.01,968.79,2.91,1.99,1,2.0099
1.36,978.38,2.22,1.99,1,2.7064000000000004
1.16,834.5,3.0,1.99,1,2.3084
1.74,2488.2,3.49,3.0,1,5.22
1.55,2213.09,3.49,2.98,1,4.619
1.38,1325.9,2.51,2.01,1,2.7737999999999996
1.23,1182.77,3.31,2.02,1,2.4846
1.19,1178.1,2.98,1.0,1,1.19
1.37,1314.1,1.9,1.99,1,2.7263
1.42,1021.55,2.89,1.99,1,2.8257999999999996
1.78,2082.6,3.48,3.0,1,5.34
1.21,872.65,2.81,2.02,1,2.4442
1.57,1225.54,3.51,3.01,1,4.7257
0.72,476.06,3.6,1.02,1,0.7343999999999999
1.21,1598.53,2.09,2.01,1,2.4320999999999997
1.47,1587.6,2.72,2.0,1,2.94
1.38,1490.4,3.1,2.0,1,2.76
1.18,1169.26,1.6,1.01,1,1.1918
1.06,934.5,1.89,1.02,1,1.0812000000000002
1.52,2170.26,2.7,2.98,1,4.5296
1.29,1393.2,2.12,2.0,1,2.58
1.2,1576.08,2.3,1.94,1,2.328
1.78,2545.4,2.7,3.0,1,5.34
0.67,809.96,3.31,1.0,1,0.67
1.02,671.98,2.09,1.0,1,1.02
0.71,468.6,3.6,1.0,1,0.71
1.18,1168.2,2.99,1.0,1,1.18
1.33,877.0,2.22,1.0,1,1.33
1.16,1531.2,3.01,2.0,1,2.32
1.47,1945.25,2.59,2.03,1,2.9840999999999998
1.03,742.22,2.51,2.01,1,2.0703
1.02,1347.52,2.41,2.01,1,2.0502
1.37,986.4,2.09,2.0,1,2.74
1.09,960.07,2.1,1.01,1,1.1009
1.31,1585.1,2.4,1.0,1,1.31
1.42,1536.16,2.6,2.02,1,2.8684
1.04,996.74,2.49,1.98,1,2.0592
1.16,837.29,2.0,2.03,1,2.3547999999999996
1.02,1099.76,3.5,1.98,1,2.0196
1.01,727.2,2.81,2.0,1,2.02
1.3,935.22,1.92,1.99,1,2.587
1.12,805.06,1.8,1.98,1,2.2176
1.35,1190.16,1.82,1.02,1,1.3770000000000002
0.69,456.23,2.31,1.02,1,0.7038
1.15,1245.1,1.89,2.03,1,2.3345
1.17,1124.14,1.88,2.01,1,2.3516999999999997
1.71,1333.8,3.48,3.0,1,5.13
1.32,1425.6,3.29,2.0,1,2.64
1.81,2119.33,2.71,3.01,1,5.4481
1.45,1042.26,1.92,1.98,1,2.871
1.93,2755.65,2.7,2.98,1,5.751399999999999
1.5,1618.65,1.99,1.99,1,2.985
1.3,935.22,3.12,1.99,1,2.587
1.48,1597.07,2.79,1.99,1,2.9452
1.83,1907.59,3.52,3.03,1,5.5449
1.09,1045.53,2.78,1.99,1,2.1691000000000003
1.33,1436.4,1.89,2.0,1,2.66
1.46,1402.77,1.59,2.01,1,2.9345999999999997
1.37,1659.21,2.21,1.01,1,1.3837000000000002
1.29,1701.38,2.09,1.99,1,2.5671
1.12,739.2,3.09,1.0,1,1.12
1.43,943.8,3.51,1.0,1,1.43
1.97,2050.38,3.48,3.01,1,5.9296999999999995
0.92,606.65,2.21,1.0,1,0.92
0.93,1127.35,1.7,1.02,1,0.9486000000000001
1.34,1288.54,1.5,2.02,1,2.7068000000000003
1.01,968.79,2.39,1.99,1,2.0099
1.26,1209.6,2.69,2.0,1,2.52
1.35,1185.84,2.91,1.0,1,1.35
1.38,1368.68,2.01,1.02,1,1.4076
1.04,1368.22,2.3,1.96,1,2.0384
1.08,1067.26,2.3,1.0,1,1.08
1.3,1574.43,3.33,1.01,1,1.3130000000000002
1.44,1900.8,2.01,2.0,1,2.88
0.99,1305.71,2.31,1.99,1,1.9701
1.2,1152.0,2.01,2.0,1,2.4
1.48,1790.8,1.81,1.0,1,1.48
1.17,1156.19,2.49,1.0,1,1.17
0.94,827.95,3.09,1.01,1,0.9493999999999999
1.15,826.62,3.41,1.98,1,2.2769999999999997
1.42,1871.28,1.61,1.98,1,2.8116
1.67,1740.81,2.69,3.03,1,5.060099999999999
0.53,466.4,3.39,1.0,1,0.53
1.26,907.2,2.12,2.0,1,2.52
1.98,1542.02,3.51,2.98,1,5.9004
1.3,1570.14,2.31,1.0,1,1.3
1.42,1534.88,2.39,2.01,1,2.8541999999999996
1.21,799.33,1.6,1.01,1,1.2221
1.25,900.0,2.49,2.0,1,2.5
1.99,2072.78,2.72,3.02,1,6.0098
1.47,1060.16,2.7,2.02,1,2.9694
1.8,2572.02,2.7,2.99,1,5.382000000000001
1.43,1371.66,3.6,1.99,1,2.8457
1.08,1036.8,2.0,2.0,1,2.16
1.23,1489.65,2.51,1.01,1,1.2423
0.89,587.4,2.1,1.0,1,0.89
1.71,2450.94,3.51,3.03,1,5.181299999999999
0.99,1307.89,2.8,2.01,1,1.9898999999999998
1.35,1334.07,2.07,1.0,1,1.35
1.37,988.04,3.42,2.02,1,2.7674000000000003
1.33,1281.06,1.79,2.04,1,2.7132
1.34,1768.8,2.09,2.0,1,2.68
1.62,2316.6,2.71,3.0,1,4.86
1.03,990.45,2.08,2.02,1,2.0806
1.43,1256.11,2.39,1.0,1,1.43
1.02,895.97,2.17,1.0,1,1.02
1.08,1426.79,1.89,2.01,1,2.1708
1.23,1217.7,1.61,1.0,1,1.23
1.04,748.8,2.6,2.0,1,2.08
1.03,1358.47,2.01,1.99,1,2.0497
1.37,905.84,3.2,1.02,1,1.3974000000000002
1.54,2203.89,3.5,3.01,1,4.6354
1.66,2371.97,3.5,2.99,1,4.9634
1.85,1926.96,2.7,3.02,1,5.587000000000001
1.32,949.61,3.3,1.99,1,2.6268000000000002
1.13,1217.35,1.69,1.97,1,2.2260999999999997
1.49,1797.98,1.5,1.0,1,1.49
1.74,1808.21,3.5,2.99,1,5.2026
1.51,1766.7,3.49,3.0,1,4.53
1.16,1526.1,2.52,1.96,1,2.2735999999999996
1.03,1359.6,2.38,2.0,1,2.06
1.05,1382.54,1.81,1.97,1,2.0685000000000002
1.1,1056.0,2.41,2.0,1,2.2
1.0,881.6,2.62,1.02,1,1.02
1.07,1154.64,1.5,1.99,1,2.1293
1.21,1200.08,2.41,1.02,1,1.2342
1.13,1116.67,2.52,1.0,1,1.13
1.89,2700.62,2.71,2.99,1,5.6511000000000005
0.98,646.21,2.31,1.0,1,0.98
1.0,1318.9,2.2,1.99,1,1.99
1.3,1249.04,3.11,2.01,1,2.613
1.32,1739.5,2.99,1.98,1,2.6136
1.83,1904.66,3.5,3.01,1,5.5083
1.39,1218.75,1.71,1.0,1,1.39
1.7,1324.98,3.5,2.99,1,5.083
1.49,1476.44,2.7,1.01,1,1.5049
1.27,1258.44,3.3,1.01,1,1.2827
1.35,1459.22,2.9,2.01,1,2.7135
1.04,1123.2,3.22,2.0,1,2.08
1.0,1208.9,3.61,1.0,1,1.0
0.73,642.4,3.48,1.0,1,0.73
1.15,1239.93,3.09,1.98,1,2.2769999999999997
1.22,1169.25,2.27,1.98,1,2.4156
1.37,1207.79,1.59,1.02,1,1.3974000000000002
1.35,1459.22,3.5,2.01,1,2.7135
1.37,1656.19,3.19,1.0,1,1.37
1.06,1049.4,1.89,1.0,1,1.06
0.9,592.92,1.69,1.0,1,0.9
1.7,1990.53,3.51,3.01,1,5.116999999999999
1.19,1438.59,2.21,1.0,1,1.19
0.88,871.2,1.88,1.0,1,0.88
1.8,1876.32,3.51,3.03,1,5.454
1.77,2529.15,2.71,2.99,1,5.2923
1.08,780.19,2.69,2.04,1,2.2032000000000003
0.94,1139.47,3.09,1.02,1,0.9588
1.11,1098.9,2.49,1.0,1,1.11
1.02,900.05,1.7,1.03,1,1.0506
1.18,1130.91,2.71,1.98,1,2.3364
1.44,1424.3,1.6,1.0,1,1.44
0.89,1076.9,2.99,1.0,1,0.89
0.71,701.62,3.08,1.0,1,0.71
0.92,606.1,1.7,1.0,1,0.92
1.34,964.0,2.9,1.99,1,2.6666000000000003
1.29,930.35,2.4,2.02,1,2.6058
1.51,1765.34,3.49,2.99,1,4.5149
1.74,1809.6,3.49,3.0,1,5.22
1.41,1354.73,2.41,2.01,1,2.8340999999999994
1.51,1327.59,2.81,1.0,1,1.51
0.75,741.82,2.48,1.0,1,0.75
1.99,2326.51,3.5,2.99,1,5.950100000000001
1.56,1217.74,2.71,3.01,1,4.6956
1.41,1526.61,3.51,2.03,1,2.8622999999999994
0.93,921.54,2.59,1.01,1,0.9393
0.76,501.14,2.99,1.0,1,0.76
0.6,527.52,2.41,1.0,1,0.6
1.86,1931.42,3.49,2.98,1,5.542800000000001
1.26,1108.8,2.79,1.0,1,1.26
1.05,1384.84,2.82,1.99,1,2.0895
1.39,1223.2,1.49,1.0,1,1.39
1.86,1448.57,3.5,2.98,1,5.542800000000001
1.38,1489.16,2.11,1.99,1,2.7462
1.76,2512.93,3.5,2.98,1,5.2448
0.85,843.03,1.92,1.02,1,0.867
1.35,1636.47,2.88,1.02,1,1.3770000000000002
1.57,1634.06,2.7,3.01,1,4.7257
1.47,1293.6,3.49,1.0,1,1.47
0.56,554.9,1.96,1.01,1,0.5656000000000001
1.87,1941.81,3.51,2.98,1,5.5726
1.66,2371.97,2.7,2.99,1,4.9634
1.79,1860.17,3.49,2.99,1,5.3521
1.24,817.66,2.11,1.0,1,1.24
1.5,1813.35,1.78,1.0,1,1.5
1.01,667.21,2.61,1.01,1,1.0201
1.8,1872.0,3.5,3.0,1,5.4
1.15,1242.0,2.32,2.0,1,2.3
1.28,1545.98,3.67,1.0,1,1.28
1.07,1294.7,1.5,1.0,1,1.07
0.73,723.36,1.89,1.01,1,0.7373
1.44,1900.8,2.31,2.0,1,2.88
1.63,1695.2,3.48,3.0,1,4.89
1.75,2049.07,3.51,3.01,1,5.2675
1.47,1412.38,2.81,2.01,1,2.9546999999999994
1.19,1046.25,3.21,1.0,1,1.19
1.37,1808.4,2.3,2.0,1,2.74
1.71,1777.03,2.7,2.99,1,5.112900000000001
1.13,996.21,2.19,1.02,1,1.1525999999999998
1.53,1788.72,3.5,2.99,1,4.5747
0.86,756.8,3.31,1.0,1,0.86
1.4,922.32,2.19,1.0,1,1.4
1.2,1584.0,1.9,2.0,1,2.4
0.59,520.14,3.4,1.02,1,0.6018
1.38,1324.8,3.43,2.0,1,2.76
1.31,1417.16,1.61,2.02,1,2.6462000000000003
1.15,828.69,1.8,2.01,1,2.3114999999999997
1.37,1478.37,3.41,1.99,1,2.7263
1.49,1607.86,1.49,1.99,1,2.9651
1.27,915.92,1.91,2.02,1,2.5654
1.16,1531.2,3.48,2.0,1,2.32
1.03,739.75,2.39,1.97,1,2.0291
1.29,1237.37,3.41,1.99,1,2.5671
0.67,442.6,3.4,1.01,1,0.6767000000000001
1.27,1369.31,1.81,1.98,1,2.5146
1.81,2590.29,3.5,3.01,1,5.4481
0.5,494.1,1.72,1.0,1,0.5
1.3,1245.92,2.43,1.98,1,2.574
1.46,1401.6,2.4,2.0,1,2.92
0.68,447.17,2.61,1.0,1,0.68
1.83,2612.87,2.69,2.98,1,5.4534
1.17,1159.35,2.51,1.01,1,1.1817
0.91,900.9,1.71,1.0,1,0.91
1.37,903.38,1.6,1.0,1,1.37
1.09,720.05,1.91,1.01,1,1.1009
1.14,1232.23,2.11,2.01,1,2.2913999999999994
1.48,1302.4,2.01,1.0,1,1.48
1.8,2107.62,2.71,3.01,1,5.418
1.86,1450.8,3.49,3.0,1,5.58
1.15,1104.92,1.51,2.01,1,2.3114999999999997
0.79,782.81,3.18,1.01,1,0.7979
1.24,1338.08,3.19,1.99,1,2.4676
1.47,1943.63,2.2,2.02,1,2.9694
1.04,1124.14,1.79,2.01,1,2.0904
1.28,921.6,3.52,2.0,1,2.56
1.26,1210.61,2.1,2.01,1,2.5326
0.9,594.54,3.0,1.01,1,0.909
1.36,1307.78,2.6,2.02,1,2.7472000000000003
0.85,561.0,1.72,1.0,1,0.85
1.16,1147.36,1.58,1.0,1,1.16
1.82,1418.51,3.5,2.99,1,5.441800000000001
1.31,1255.5,3.3,1.98,1,2.5938
1.31,1413.62,1.88,1.99,1,2.6069
1.45,1564.7,2.29,1.99,1,2.8855
1.81,1413.97,2.7,3.02,1,5.466200000000001
1.42,1023.25,3.4,2.01,1,2.8541999999999996
1.2,1297.08,1.7,2.01,1,2.4119999999999995
1.81,2590.29,2.69,3.01,1,5.4481
1.29,929.57,2.09,2.01,1,2.5928999999999998
1.27,1676.4,1.81,2.0,1,2.54
1.89,2211.3,3.5,3.0,1,5.67
0.84,552.89,2.39,1.0,1,0.84
1.25,1648.62,2.59,1.99,1,2.4875
1.28,1228.8,3.5,2.0,1,2.56
0.76,502.51,2.99,1.02,1,0.7752
1.1,791.34,2.78,1.99,1,2.189
1.84,1913.6,2.68,3.0,1,5.5200000000000005
1.65,2357.68,2.69,2.99,1,4.9335
1.3,933.66,2.02,1.97,1,2.561
1.49,1071.91,2.2,1.99,1,2.9651
1.85,2162.84,3.51,2.99,1,5.5315
1.5,1440.0,1.59,2.0,1,3.0
1.27,1675.0,2.29,1.99,1,2.5273
1.11,799.2,2.02,2.0,1,2.22
1.08,1035.07,1.69,1.98,1,2.1384000000000003
1.8,2107.62,2.7,3.01,1,5.418
1.27,836.68,3.39,1.0,1,1.27
0.88,580.8,2.48,1.0,1,0.88
1.32,1423.22,3.01,1.98,1,2.6136
1.31,1727.76,3.31,1.99,1,2.6069
1.45,1566.0,2.17,2.0,1,2.9
0.53,350.12,2.2,1.01,1,0.5353
1.81,2116.07,2.72,2.99,1,5.4119
0.68,821.3,3.4,1.0,1,0.68
1.06,1399.2,2.3,2.0,1,2.12
1.31,1151.75,2.4,1.0,1,1.31
1.41,1016.05,2.2,2.01,1,2.8340999999999994
1.33,1755.6,2.3,2.0,1,2.66
1.21,1470.76,2.22,1.05,1,1.2705
0.67,442.2,3.31,1.0,1,0.67
1.13,1491.6,2.98,2.0,1,2.26
1.18,1038.4,2.91,1.0,1,1.18
1.23,1328.4,1.99,2.0,1,2.46
1.38,909.97,2.32,1.0,1,1.38
1.28,1689.6,3.51,2.0,1,2.56
0.9,891.81,2.4,1.01,1,0.909
1.7,1769.36,3.52,3.01,1,5.116999999999999
1.87,2676.16,3.5,3.01,1,5.6287
1.02,1010.72,2.08,1.01,1,1.0302
1.36,898.42,3.61,1.01,1,1.3736000000000002
0.89,1077.88,2.51,1.01,1,0.8989
0.77,508.66,1.59,1.01,1,0.7777000000000001
1.18,1166.08,3.2,1.0,1,1.18
1.01,888.8,2.7,1.0,1,1.01
1.36,979.2,2.1,2.0,1,2.72
0.86,567.6,1.91,1.0,1,0.86
1.09,785.45,2.8,2.01,1,2.1909
1.16,1404.88,3.39,1.01,1,1.1716
1.97,1536.6,2.68,3.0,1,5.91
1.99,2066.42,3.5,2.98,1,5.9302
1.09,1081.06,2.89,1.02,1,1.1118000000000001
1.57,2241.65,3.49,2.98,1,4.6786
1.49,1804.54,1.82,1.01,1,1.5049
1.41,1864.3,2.38,2.02,1,2.8482
0.76,922.11,3.09,1.03,1,0.7828
0.87,1051.74,1.92,1.0,1,0.87
1.22,1172.18,3.01,2.01,1,2.4521999999999995
1.29,1275.94,3.19,1.0,1,1.29
1.21,1162.57,3.1,2.01,1,2.4320999999999997
1.42,938.05,3.0,1.01,1,1.4342
1.29,928.8,3.37,2.0,1,2.58
1.68,1747.2,2.69,3.0,1,5.04
1.45,1389.68,1.79,1.98,1,2.871
1.49,1075.48,2.5,2.03,1,3.0246999999999997
1.28,1266.05,3.1,1.0,1,1.28
1.82,1419.6,2.69,3.0,1,5.46
1.94,2016.05,2.71,2.99,1,5.8006
1.31,1415.98,1.8,2.01,1,2.6330999999999998
0.67,589.6,3.21,1.0,1,0.67
1.97,1540.15,3.49,3.03,1,5.969099999999999
1.43,1031.32,1.6,2.02,1,2.8886
1.52,1580.8,3.49,3.0,1,4.5600000000000005
1.16,1114.53,1.89,2.01,1,2.3315999999999995
1.48,1948.72,2.8,1.97,1,2.9156
1.26,1206.58,1.88,1.97,1,2.4822
1.97,2047.22,3.49,2.99,1,5.890300000000001
1.74,1356.16,3.5,2.99,1,5.2026
1.59,1652.33,2.7,2.99,1,4.7541
1.93,2762.02,2.7,3.01,1,5.8092999999999995
0.86,1039.65,2.2,1.0,1,0.86
1.35,1297.08,2.19,2.01,1,2.7135
0.77,508.66,3.61,1.01,1,0.7777000000000001
1.39,1834.8,2.1,2.0,1,2.78
0.72,475.2,3.49,1.0,1,0.72
1.49,1430.4,2.01,2.0,1,2.98
1.24,1091.2,2.39,1.0,1,1.24
1.71,2445.3,3.49,3.0,1,5.13
1.1,724.02,3.1,1.0,1,1.1
0.51,337.52,2.19,1.03,1,0.5253
1.06,1145.75,3.52,2.01,1,2.1306
1.47,1408.85,2.9,1.98,1,2.9106
1.2,1055.04,2.49,1.0,1,1.2
1.3,1571.57,3.39,1.0,1,1.3
0.83,822.45,2.3,1.01,1,0.8382999999999999
1.07,1027.2,2.28,2.0,1,2.14
1.37,1203.41,2.2,1.0,1,1.37
1.96,2807.11,3.49,3.02,1,5.9192
1.93,2004.11,2.71,2.98,1,5.751399999999999
1.15,1138.5,2.59,1.0,1,1.15
1.33,1609.3,1.81,1.0,1,1.33
1.41,1861.2,3.69,2.0,1,2.82
0.99,1310.07,2.8,2.03,1,2.0096999999999996
0.7,847.0,2.99,1.0,1,0.7
0.57,691.58,2.92,1.03,1,0.5871
1.55,2216.5,2.69,3.0,1,4.65
1.87,2674.1,3.53,3.0,1,5.61
1.04,1124.14,3.42,2.01,1,2.0904
1.18,1165.01,2.99,1.0,1,1.18
0.92,1112.19,2.41,1.0,1,0.92
1.36,980.02,2.49,2.01,1,2.7336
0.95,1150.54,1.9,1.01,1,0.9594999999999999
1.09,1175.24,2.93,1.98,1,2.1582000000000003
1.19,784.69,1.59,1.0,1,1.19
0.8,968.0,1.7,1.0,1,0.8
1.75,1362.9,3.51,2.98,1,5.215
0.82,814.75,3.7,1.04,1,0.8528
1.88,2197.91,3.51,2.99,1,5.6212
1.47,1775.47,3.09,1.0,1,1.47
1.61,1252.9,2.71,2.97,1,4.781700000000001
1.45,1567.3,2.41,2.01,1,2.9144999999999994
1.27,1676.4,2.22,2.0,1,2.54
1.42,1871.28,2.92,1.98,1,2.8116
1.48,1792.43,3.12,1.01,1,1.4948
1.78,1390.54,2.71,3.02,1,5.3756
1.34,1286.4,1.99,2.0,1,2.68
1.36,1196.8,1.9,1.0,1,1.36
1.58,1852.87,3.51,3.03,1,4.7874
0.87,1054.61,3.0,1.02,1,0.8874
1.01,970.41,3.4,2.01,1,2.0301
0.53,349.16,3.21,1.0,1,0.53
1.16,1253.84,2.71,2.01,1,2.3315999999999995
1.0,882.4,2.3,1.03,1,1.03
1.12,1076.1,1.78,2.01,1,2.2512
1.33,1169.34,2.49,1.0,1,1.33
1.28,1688.19,2.62,1.99,1,2.5472
1.13,1219.38,1.8,1.99,1,2.2487
1.27,914.4,2.99,2.0,1,2.54
1.46,1401.6,1.49,2.0,1,2.92
1.86,2174.53,3.5,2.99,1,5.561400000000001
1.02,977.57,2.59,1.98,1,2.0196
0.57,500.69,1.81,1.0,1,0.57
0.87,764.9,1.6,1.0,1,0.87
1.5,988.2,1.82,1.0,1,1.5
1.3,1402.83,2.0,1.99,1,2.587
1.25,1103.0,1.52,1.03,1,1.2875
0.59,583.57,2.7,1.0,1,0.59
1.07,1157.53,2.12,2.02,1,2.1614
1.22,805.93,3.39,1.01,1,1.2322
1.13,814.96,2.2,2.02,1,2.2826
1.3,1570.14,2.52,1.0,1,1.3
1.1,1453.21,2.19,2.01,1,2.211
1.87,1943.3,2.69,2.99,1,5.5913
1.39,918.23,2.3,1.01,1,1.4039
1.37,1352.6,2.02,1.0,1,1.37
1.27,1217.17,2.21,1.98,1,2.5146
1.15,1240.97,1.51,1.99,1,2.2885
1.75,2047.5,3.51,3.0,1,5.25
1.27,1115.57,3.69,1.0,1,1.27
1.18,1169.26,3.19,1.01,1,1.1918
1.3,1246.96,2.6,1.99,1,2.587
1.38,1368.68,2.0,1.02,1,1.4076
1.14,1095.31,2.19,2.01,1,2.2913999999999994
0.93,612.68,2.59,1.0,1,0.93
1.16,1401.05,2.36,1.0,1,1.16
1.05,1038.56,1.59,1.0,1,1.05
1.46,1051.2,1.52,2.0,1,2.92
0.87,1052.7,3.3,1.0,1,0.87
1.95,2029.56,2.68,3.01,1,5.8694999999999995
1.46,1578.11,1.51,2.01,1,2.9345999999999997
1.86,2176.2,3.5,3.0,1,5.58
0.76,753.08,2.51,1.01,1,0.7676000000000001
1.26,1663.2,2.6,2.0,1,2.52
0.62,408.46,2.61,1.0,1,0.62
0.85,747.32,3.6,1.0,1,0.85
1.19,1047.2,2.9,1.0,1,1.19
1.67,1739.47,3.51,3.02,1,5.0434
1.38,991.94,2.07,1.98,1,2.7323999999999997
1.33,1755.6,2.11,2.0,1,2.66
1.84,2627.15,2.67,2.98,1,5.4832
1.4,1384.74,2.73,1.0,1,1.4
1.37,1808.4,1.72,2.0,1,2.74
1.08,1167.37,3.29,2.01,1,2.1708
1.48,1595.74,1.79,1.98,1,2.9304
1.01,727.2,2.71,2.0,1,2.02
0.7,615.44,1.92,1.0,1,0.7
0.73,881.69,1.88,1.0,1,0.73
1.39,1332.18,3.41,1.98,1,2.7521999999999998
1.13,1119.72,2.12,1.01,1,1.1413
1.17,842.4,3.21,2.0,1,2.34
1.33,1752.67,3.6,1.98,1,2.6334
1.29,1701.38,1.9,1.99,1,2.5671
1.14,751.03,2.21,1.0,1,1.14
1.92,2754.05,3.49,3.04,1,5.8368
0.78,772.2,2.61,1.0,1,0.78
1.69,1978.82,3.5,3.01,1,5.086899999999999
1.44,1557.79,3.6,2.02,1,2.9088
1.38,1671.32,2.31,1.01,1,1.3938
0.82,993.1,1.59,1.01,1,0.8281999999999999
1.22,804.47,2.91,1.0,1,1.22
1.2,1296.0,2.0,2.0,1,2.4
1.47,1778.7,3.11,1.0,1,1.47
1.45,1044.87,1.58,2.01,1,2.9144999999999994
1.14,1232.23,2.09,2.01,1,2.2913999999999994
1.11,1064.71,1.71,1.99,1,2.2089000000000003
1.31,866.17,3.4,1.02,1,1.3362
1.37,1809.91,2.19,2.01,1,2.7537
0.96,633.02,1.99,1.0,1,0.96
1.0,1317.8,2.8,1.98,1,1.98
1.47,1772.23,3.5,1.0,1,1.47
1.75,1821.4,3.5,3.01,1,5.2675
1.58,1847.18,3.51,2.99,1,4.724200000000001
1.72,2013.95,2.68,3.01,1,5.177199999999999
0.95,940.5,1.9,1.0,1,0.95
1.15,1103.08,2.1,1.99,1,2.2885
1.48,1302.4,3.1,1.0,1,1.48
1.27,1255.01,3.1,1.0,1,1.27
1.4,1694.0,1.61,1.0,1,1.4
1.09,1047.27,2.81,2.01,1,2.1909
1.02,735.01,3.11,2.01,1,2.0502
1.39,1828.68,3.29,1.96,1,2.7243999999999997
0.84,831.6,2.9,1.0,1,0.84
0.62,544.61,2.7,1.0,1,0.62
0.68,671.98,2.73,1.0,1,0.68
1.9,1480.86,2.69,2.99,1,5.681
1.38,993.6,3.08,2.0,1,2.76
1.36,1195.71,3.18,1.0,1,1.36
1.94,2776.33,2.7,3.01,1,5.8393999999999995
0.54,356.08,1.7,1.0,1,0.54
1.35,1458.0,2.31,2.0,1,2.7
1.02,1010.72,2.09,1.01,1,1.0302
1.66,2375.63,2.71,3.01,1,4.996599999999999
1.02,979.2,1.9,2.0,1,2.04
1.63,1697.81,2.69,3.02,1,4.9226
0.99,712.8,3.38,2.0,1,1.98
0.97,640.2,3.19,1.0,1,0.97
0.83,1002.47,2.32,1.0,1,0.83
1.24,1635.44,2.1,1.99,1,2.4676
1.25,1651.38,2.7,2.01,1,2.5124999999999997
1.11,800.53,2.0,2.02,1,2.2422000000000004
1.96,2039.97,3.5,3.01,1,5.8995999999999995
1.48,1465.2,2.71,1.0,1,1.48
1.58,1851.44,3.5,3.02,1,4.7716
1.89,2702.7,3.48,3.0,1,5.67
1.22,805.93,3.41,1.01,1,1.2322
1.53,2187.9,3.48,3.0,1,4.59
1.44,1380.1,2.88,1.98,1,2.8512
1.34,1287.47,2.6,2.01,1,2.6934
1.36,1346.4,2.1,1.0,1,1.36
1.09,1175.24,3.4,1.98,1,2.1582000000000003
1.31,1414.8,2.52,2.0,1,2.62
1.03,742.22,2.11,2.01,1,2.0703
0.81,804.09,2.71,1.03,1,0.8343
1.14,1507.31,3.39,2.02,1,2.3028
0.94,827.2,1.66,1.0,1,0.94
1.28,1383.55,3.5,2.01,1,2.5728
1.19,786.11,3.22,1.01,1,1.2019
1.46,1445.4,2.09,1.0,1,1.46
1.39,1833.27,2.1,1.99,1,2.7661
1.13,1118.7,3.1,1.0,1,1.13
1.15,1518.0,3.09,2.0,1,2.3
0.74,896.21,1.78,1.01,1,0.7474
0.61,402.6,3.4,1.0,1,0.61
0.88,581.33,3.29,1.01,1,0.8888
1.67,1301.6,3.51,2.99,1,4.9933000000000005
1.32,951.98,2.29,2.02,1,2.6664000000000003
1.03,741.6,2.0,2.0,1,2.06
1.27,1219.2,2.31,2.0,1,2.54
1.02,1348.64,2.11,2.02,1,2.0604
1.46,1448.03,2.41,1.02,1,1.4892
1.23,1622.25,2.18,1.99,1,2.4476999999999998
1.36,1347.62,2.2,1.01,1,1.3736000000000002
1.3,1144.0,2.21,1.0,1,1.3
1.31,1727.76,2.1,1.99,1,2.6069
0.68,822.05,2.29,1.0,1,0.68
1.05,1384.84,1.81,1.99,1,2.0895
1.15,1101.24,1.69,1.97,1,2.2655
1.29,1560.9,3.3,1.0,1,1.29
1.13,1366.06,2.58,1.0,1,1.13
1.35,1294.92,2.19,1.99,1,2.6865
1.74,1357.2,2.7,3.0,1,5.22
1.0,1322.2,3.39,2.02,1,2.02
1.85,2162.84,3.52,2.99,1,5.5315
1.53,1588.75,3.49,2.98,1,4.5594
1.03,742.22,3.4,2.01,1,2.0703
0.77,675.75,3.62,1.0,1,0.77
1.52,1580.8,3.49,3.0,1,4.5600000000000005
1.85,2643.46,2.7,2.99,1,5.5315
1.14,820.8,2.59,2.0,1,2.28
0.83,729.74,2.9,1.0,1,0.83
1.08,1306.8,2.59,1.0,1,1.08
0.92,1112.19,3.28,1.0,1,0.92
1.45,1435.5,2.08,1.0,1,1.45
1.79,2092.69,3.51,2.99,1,5.3521
1.52,1582.02,2.71,3.01,1,4.5752
0.51,616.54,3.18,1.0,1,0.51
1.14,750.35,3.6,1.0,1,1.14
1.08,712.8,2.6,1.0,1,1.08
1.43,1415.7,2.49,1.0,1,1.43
1.66,1292.81,3.5,2.98,1,4.9468
1.27,915.16,2.32,2.01,1,2.5526999999999997
1.22,1606.37,2.98,1.97,1,2.4034
1.84,1910.66,2.71,2.98,1,5.4832
1.58,1851.44,2.7,3.02,1,4.7716
0.54,356.4,3.28,1.0,1,0.54
1.09,1047.27,2.14,2.01,1,2.1909
1.4,1509.48,2.59,1.98,1,2.772
0.93,819.14,2.0,1.01,1,0.9393
0.63,416.18,2.38,1.01,1,0.6363
1.69,2412.98,2.69,2.98,1,5.0362
1.13,1363.57,3.6,1.0,1,1.13
